web-scraper-order,web-scraper-start-url,number_to_rate,name,published_time,review_content,rating_html
"1582528280-1087","https://www.google.com/maps/place/Chanello's+Pizza+%235/@36.8715743,-76.3002947,17z/data=!3m1!4b1!4m10!1m2!2m1!1sChanello's+Pizza!3m6!1s0x89ba984644f0319f:0xe26b261878364c00!8m2!3d36.87157!4d-76.298106!9m1!1b1","156 reviews","TIFFANY HALE","a year ago","It’s been 45 minutes since the driver apparently left the store to deliver, and an hour and 45 minutes total waiting. The woman on the phone said she tried calling the delivery driver multiple times to check on it and the delivery driver …","<span jstcache=""293"" jsinstance=""0"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""1401""></span><span jstcache=""293"" jsinstance=""1"" class=""section-review-star"" jsan=""7.section-review-star"" wfd-id=""1400""></span><span jstcache=""293"" jsinstance=""2"" class=""section-review-star"" jsan=""7.section-review-star"" wfd-id=""1399""></span><span jstcache=""293"" jsinstance=""3"" class=""section-review-star"" jsan=""7.section-review-star"" wfd-id=""1398""></span><span jstcache=""293"" jsinstance=""*4"" class=""section-review-star"" jsan=""7.section-review-star"" wfd-id=""1397""></span>"
"1582528225-1051","https://www.google.com/maps/place/Chanello's+Pizza+%233/@36.8409833,-75.9968367,17z/data=!3m2!4b1!5s0x89baea29ba7bd3c3:0x6a010471d2c98ca0!4m10!1m2!2m1!1sChanello's+Pizza!3m6!1s0x89baea2998386b9d:0x549dc79761d1f91b!8m2!3d36.840979!4d-75.994648!9m1!1b1","143 reviews","Brittany Wilson","a year ago","","<span jstcache=""293"" jsinstance=""0"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""8681""></span><span jstcache=""293"" jsinstance=""1"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""8680""></span><span jstcache=""293"" jsinstance=""2"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""8679""></span><span jstcache=""293"" jsinstance=""3"" class=""section-review-star"" jsan=""7.section-review-star"" wfd-id=""8678""></span><span jstcache=""293"" jsinstance=""*4"" class=""section-review-star"" jsan=""7.section-review-star"" wfd-id=""8677""></span>"
"1582528400-1395","https://www.google.com/maps/place/Chanello's+Pizza+%2311/@36.8190953,-76.2241417,17z/data=!3m1!4b1!4m10!1m2!2m1!1sChanello's+Pizza!3m6!1s0x89babd9dace7bc81:0x26dac2e722fbf6b3!8m2!3d36.819091!4d-76.221953!9m1!1b1","null","GTV Show","a year ago","Normally we got to Sals, or some random pizza place that has a big name, so the one time I want to branch out and try this place, of course it backfired. Both of my pizzas were cold, and the garlic knots appeared to be burnt on the bottom …","<span jstcache=""293"" jsinstance=""0"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""2056""></span><span jstcache=""293"" jsinstance=""1"" class=""section-review-star"" jsan=""7.section-review-star"" wfd-id=""2055""></span><span jstcache=""293"" jsinstance=""2"" class=""section-review-star"" jsan=""7.section-review-star"" wfd-id=""2054""></span><span jstcache=""293"" jsinstance=""3"" class=""section-review-star"" jsan=""7.section-review-star"" wfd-id=""2053""></span><span jstcache=""293"" jsinstance=""*4"" class=""section-review-star"" jsan=""7.section-review-star"" wfd-id=""2052""></span>"
"1582528578-1952","https://www.google.com/maps/place/Chanello's+Pizza+%2319/@36.9056799,-76.1367491,17z/data=!3m1!4b1!4m10!1m2!2m1!1sChanello's+Pizza!3m6!1s0x89ba947f9f77bbcd:0xd8dd9da9595428aa!8m2!3d36.9056756!4d-76.1345604!9m1!1b1","68 reviews","Ed Wiseman","2 years ago","","<span jstcache=""285"" jsinstance=""0"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""2617""></span><span jstcache=""285"" jsinstance=""1"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""2616""></span><span jstcache=""285"" jsinstance=""2"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""2615""></span><span jstcache=""285"" jsinstance=""3"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""2614""></span><span jstcache=""285"" jsinstance=""*4"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""2613""></span>"
"1582528433-1574","https://www.google.com/maps/place/Chanello's+Pizza/@36.8403777,-76.0892202,17z/data=!3m1!4b1!4m10!1m2!2m1!1sChanello's+Pizza!3m6!1s0x89ba953521e0a167:0xe8eb7de14871d02b!8m2!3d36.8403734!4d-76.0870315!9m1!1b1","85 reviews","David Mount","a year ago","","<span jstcache=""293"" jsinstance=""0"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""3709""></span><span jstcache=""293"" jsinstance=""1"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""3708""></span><span jstcache=""293"" jsinstance=""2"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""3707""></span><span jstcache=""293"" jsinstance=""3"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""3706""></span><span jstcache=""293"" jsinstance=""*4"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""3705""></span>"
"1582527951-310","https://www.google.com/maps/place/Chanello's+Pizza+%2313/@36.7115933,-76.2407287,17z/data=!3m1!4b1!4m10!1m2!2m1!1sChanello's+Pizza!3m6!1s0x89babb1cf20fdcaf:0xbeff819008b620b4!8m2!3d36.711589!4d-76.23854!9m1!1b1","80 reviews","Robert Gay","a year ago","","<span jstcache=""293"" jsinstance=""0"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""3733""></span><span jstcache=""293"" jsinstance=""1"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""3732""></span><span jstcache=""293"" jsinstance=""2"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""3731""></span><span jstcache=""293"" jsinstance=""3"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""3730""></span><span jstcache=""293"" jsinstance=""*4"" class=""section-review-star"" jsan=""7.section-review-star"" wfd-id=""3729""></span>"
"1582527995-335","https://www.google.com/maps/place/Chanello's+Pizza+%2333/@36.7819861,-76.3383989,17z/data=!3m1!4b1!4m10!1m2!2m1!1sChanello's+Pizza!3m6!1s0x89baa32fc8a20eb5:0x27c72a7bc0bad400!8m2!3d36.7819818!4d-76.3362102!9m1!1b1","124 reviews","Savage Jack","3 weeks ago","Great management-ship! Took care my situation quickly and graciously.","<span jstcache=""293"" jsinstance=""0"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""297""></span><span jstcache=""293"" jsinstance=""1"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""296""></span><span jstcache=""293"" jsinstance=""2"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""295""></span><span jstcache=""293"" jsinstance=""3"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""294""></span><span jstcache=""293"" jsinstance=""*4"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""293""></span>"
"1582527879-119","https://www.google.com/maps/place/Chanello's+Pizza+%2326/@37.0400883,-76.4083707,17z/data=!3m1!4b1!4m10!1m2!2m1!1sChanello's+Pizza!3m6!1s0x89ba83213dbbc08b:0x74b643140f5b60b5!8m2!3d37.040084!4d-76.406182!9m1!1b1","141 reviews","Milo Oakland","2 years ago","","<span jstcache=""293"" jsinstance=""0"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""7410""></span><span jstcache=""293"" jsinstance=""1"" class=""section-review-star"" jsan=""7.section-review-star"" wfd-id=""7409""></span><span jstcache=""293"" jsinstance=""2"" class=""section-review-star"" jsan=""7.section-review-star"" wfd-id=""7408""></span><span jstcache=""293"" jsinstance=""3"" class=""section-review-star"" jsan=""7.section-review-star"" wfd-id=""7407""></span><span jstcache=""293"" jsinstance=""*4"" class=""section-review-star"" jsan=""7.section-review-star"" wfd-id=""7406""></span>"
"1582527995-412","https://www.google.com/maps/place/Chanello's+Pizza+%2333/@36.7819861,-76.3383989,17z/data=!3m1!4b1!4m10!1m2!2m1!1sChanello's+Pizza!3m6!1s0x89baa32fc8a20eb5:0x27c72a7bc0bad400!8m2!3d36.7819818!4d-76.3362102!9m1!1b1","124 reviews","Amber Perry Watson","4 years ago","","<span jstcache=""293"" jsinstance=""0"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""5420""></span><span jstcache=""293"" jsinstance=""1"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""5419""></span><span jstcache=""293"" jsinstance=""2"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""5418""></span><span jstcache=""293"" jsinstance=""3"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""5417""></span><span jstcache=""293"" jsinstance=""*4"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""5416""></span>"
"1582528107-646","https://www.google.com/maps/place/Chanello's+Pizza+%2332/@36.8347409,-76.3429376,17z/data=!3m1!4b1!4m10!1m2!2m1!1sChanello's+Pizza!3m6!1s0x89baa212cba80a53:0xd92219950172dd42!8m2!3d36.8347366!4d-76.3407489!9m1!1b1","101 reviews","Nikole Zabataite","7 months ago","Awesome servous even if they were slow as hell","<span jstcache=""293"" jsinstance=""0"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""144""></span><span jstcache=""293"" jsinstance=""1"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""143""></span><span jstcache=""293"" jsinstance=""2"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""142""></span><span jstcache=""293"" jsinstance=""3"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""141""></span><span jstcache=""293"" jsinstance=""*4"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""140""></span>"
"1582528317-1220","https://www.google.com/maps/place/Chanello's+Pizza+%234/@36.7899742,-76.125894,17z/data=!3m1!4b1!4m10!1m2!2m1!1sChanello's+Pizza!3m6!1s0x89babfbd207c160d:0xf73c86e82b2298bb!8m2!3d36.7899699!4d-76.1237053!9m1!1b1","83 reviews","Jason Thurston","5 months ago","Always amazing pizza here. The employees are friendly and efficient.","<span jstcache=""293"" jsinstance=""0"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""348""></span><span jstcache=""293"" jsinstance=""1"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""347""></span><span jstcache=""293"" jsinstance=""2"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""346""></span><span jstcache=""293"" jsinstance=""3"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""345""></span><span jstcache=""293"" jsinstance=""*4"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""344""></span>"
"1582527879-118","https://www.google.com/maps/place/Chanello's+Pizza+%2326/@37.0400883,-76.4083707,17z/data=!3m1!4b1!4m10!1m2!2m1!1sChanello's+Pizza!3m6!1s0x89ba83213dbbc08b:0x74b643140f5b60b5!8m2!3d37.040084!4d-76.406182!9m1!1b1","141 reviews","ajs grl","2 years ago","","<span jstcache=""293"" jsinstance=""0"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""7450""></span><span jstcache=""293"" jsinstance=""1"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""7449""></span><span jstcache=""293"" jsinstance=""2"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""7448""></span><span jstcache=""293"" jsinstance=""3"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""7447""></span><span jstcache=""293"" jsinstance=""*4"" class=""section-review-star"" jsan=""7.section-review-star"" wfd-id=""7446""></span>"
"1582528176-892","https://www.google.com/maps/place/Chanello's+Pizza+%231/@36.9280133,-76.3205357,17z/data=!3m1!4b1!4m10!1m2!2m1!1sChanello's+Pizza!3m6!1s0x89ba997fe547e42f:0x90f52467e57e80a4!8m2!3d36.928009!4d-76.318347!9m1!1b1","87 reviews","Forgivefull","6 months ago","","<span jstcache=""293"" jsinstance=""0"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""3816""></span><span jstcache=""293"" jsinstance=""1"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""3815""></span><span jstcache=""293"" jsinstance=""2"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""3814""></span><span jstcache=""293"" jsinstance=""3"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""3813""></span><span jstcache=""293"" jsinstance=""*4"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""3812""></span>"
"1582528346-1350","https://www.google.com/maps/place/Chanello's+Pizza+%237/@36.8031384,-76.1770067,17z/data=!3m1!4b1!4m10!1m2!2m1!1sChanello's+Pizza!3m6!1s0x89babe7459902fe3:0x6a14b2c299a1c5df!8m2!3d36.8031341!4d-76.174818!9m1!1b1","62 reviews","Jamie Stanston","11 months ago","","<span jstcache=""293"" jsinstance=""0"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""3429""></span><span jstcache=""293"" jsinstance=""1"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""3428""></span><span jstcache=""293"" jsinstance=""2"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""3427""></span><span jstcache=""293"" jsinstance=""3"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""3426""></span><span jstcache=""293"" jsinstance=""*4"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""3425""></span>"
"1582527951-278","https://www.google.com/maps/place/Chanello's+Pizza+%2313/@36.7115933,-76.2407287,17z/data=!3m1!4b1!4m10!1m2!2m1!1sChanello's+Pizza!3m6!1s0x89babb1cf20fdcaf:0xbeff819008b620b4!8m2!3d36.711589!4d-76.23854!9m1!1b1","80 reviews","Jacob Phelps","a year ago","Placed an order for delivery and they never showed.  Called in to the store and they said they could not find me.  Been ordering from them for about five years and never had them say they couldn't find me.  Terrible customer service.","<span jstcache=""293"" jsinstance=""0"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""1242""></span><span jstcache=""293"" jsinstance=""1"" class=""section-review-star"" jsan=""7.section-review-star"" wfd-id=""1241""></span><span jstcache=""293"" jsinstance=""2"" class=""section-review-star"" jsan=""7.section-review-star"" wfd-id=""1240""></span><span jstcache=""293"" jsinstance=""3"" class=""section-review-star"" jsan=""7.section-review-star"" wfd-id=""1239""></span><span jstcache=""293"" jsinstance=""*4"" class=""section-review-star"" jsan=""7.section-review-star"" wfd-id=""1238""></span>"
"1582528505-1702","https://www.google.com/maps/place/Chanello's+Pizza+%239/@36.892055,-76.2405181,17z/data=!3m1!4b1!4m10!1m2!2m1!1sChanello's+Pizza!3m6!1s0x89ba9710c59fbbc9:0x4b7bd022c70b0edb!8m2!3d36.8920507!4d-76.2383294!9m1!1b1","207 reviews","Deidra Washington","7 months ago","❤️","<span jstcache=""293"" jsinstance=""0"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""6593""></span><span jstcache=""293"" jsinstance=""1"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""6592""></span><span jstcache=""293"" jsinstance=""2"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""6591""></span><span jstcache=""293"" jsinstance=""3"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""6590""></span><span jstcache=""293"" jsinstance=""*4"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""6589""></span>"
"1582528107-672","https://www.google.com/maps/place/Chanello's+Pizza+%2332/@36.8347409,-76.3429376,17z/data=!3m1!4b1!4m10!1m2!2m1!1sChanello's+Pizza!3m6!1s0x89baa212cba80a53:0xd92219950172dd42!8m2!3d36.8347366!4d-76.3407489!9m1!1b1","101 reviews","Fred Koerber","a year ago","This place used to be good.  Been going down hill for a while.  Today I ordered some pizzas and after 1 hour 23 minutes and 3 phone calls, I finally gave up.   Could not stand another ""should be there any minute"" comment.  Very disappointed.","<span jstcache=""293"" jsinstance=""0"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""2142""></span><span jstcache=""293"" jsinstance=""1"" class=""section-review-star"" jsan=""7.section-review-star"" wfd-id=""2141""></span><span jstcache=""293"" jsinstance=""2"" class=""section-review-star"" jsan=""7.section-review-star"" wfd-id=""2140""></span><span jstcache=""293"" jsinstance=""3"" class=""section-review-star"" jsan=""7.section-review-star"" wfd-id=""2139""></span><span jstcache=""293"" jsinstance=""*4"" class=""section-review-star"" jsan=""7.section-review-star"" wfd-id=""2138""></span>"
"1582527879-70","https://www.google.com/maps/place/Chanello's+Pizza+%2326/@37.0400883,-76.4083707,17z/data=!3m1!4b1!4m10!1m2!2m1!1sChanello's+Pizza!3m6!1s0x89ba83213dbbc08b:0x74b643140f5b60b5!8m2!3d37.040084!4d-76.406182!9m1!1b1","141 reviews","Teisha Bush","5 months ago","Fresh and hot!!!","<span jstcache=""293"" jsinstance=""0"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""4042""></span><span jstcache=""293"" jsinstance=""1"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""4041""></span><span jstcache=""293"" jsinstance=""2"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""4040""></span><span jstcache=""293"" jsinstance=""3"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""4039""></span><span jstcache=""293"" jsinstance=""*4"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""4038""></span>"
"1582527995-364","https://www.google.com/maps/place/Chanello's+Pizza+%2333/@36.7819861,-76.3383989,17z/data=!3m1!4b1!4m10!1m2!2m1!1sChanello's+Pizza!3m6!1s0x89baa32fc8a20eb5:0x27c72a7bc0bad400!8m2!3d36.7819818!4d-76.3362102!9m1!1b1","124 reviews","Eggs ns","a year ago","Bad customer  service , food always cold , extremely  unprofessional , food never delivered  on time .  my nephew was about to fight the delivery driver for calling him a mfer ... WE HAVE A DOOR BELL NO NEED TO KNOCK ON OUR DOOR LIKE THE POLICE ! Completely  a disaster  DEFINITELY  LOST A CUSTOMER  !","<span jstcache=""293"" jsinstance=""0"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""2161""></span><span jstcache=""293"" jsinstance=""1"" class=""section-review-star"" jsan=""7.section-review-star"" wfd-id=""2160""></span><span jstcache=""293"" jsinstance=""2"" class=""section-review-star"" jsan=""7.section-review-star"" wfd-id=""2159""></span><span jstcache=""293"" jsinstance=""3"" class=""section-review-star"" jsan=""7.section-review-star"" wfd-id=""2158""></span><span jstcache=""293"" jsinstance=""*4"" class=""section-review-star"" jsan=""7.section-review-star"" wfd-id=""2157""></span>"
"1582528578-1977","https://www.google.com/maps/place/Chanello's+Pizza+%2319/@36.9056799,-76.1367491,17z/data=!3m1!4b1!4m10!1m2!2m1!1sChanello's+Pizza!3m6!1s0x89ba947f9f77bbcd:0xd8dd9da9595428aa!8m2!3d36.9056756!4d-76.1345604!9m1!1b1","68 reviews","Deedee Eckley","7 months ago","","<span jstcache=""285"" jsinstance=""0"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""3436""></span><span jstcache=""285"" jsinstance=""1"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""3435""></span><span jstcache=""285"" jsinstance=""2"" class=""section-review-star"" jsan=""7.section-review-star"" wfd-id=""3434""></span><span jstcache=""285"" jsinstance=""3"" class=""section-review-star"" jsan=""7.section-review-star"" wfd-id=""3433""></span><span jstcache=""285"" jsinstance=""*4"" class=""section-review-star"" jsan=""7.section-review-star"" wfd-id=""3432""></span>"
"1582528225-938","https://www.google.com/maps/place/Chanello's+Pizza+%233/@36.8409833,-75.9968367,17z/data=!3m2!4b1!5s0x89baea29ba7bd3c3:0x6a010471d2c98ca0!4m10!1m2!2m1!1sChanello's+Pizza!3m6!1s0x89baea2998386b9d:0x549dc79761d1f91b!8m2!3d36.840979!4d-75.994648!9m1!1b1","143 reviews","Amanda K","7 months ago","This place is usually really really good but very disappointed with today’s order.","<span jstcache=""293"" jsinstance=""0"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""1708""></span><span jstcache=""293"" jsinstance=""1"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""1707""></span><span jstcache=""293"" jsinstance=""2"" class=""section-review-star"" jsan=""7.section-review-star"" wfd-id=""1706""></span><span jstcache=""293"" jsinstance=""3"" class=""section-review-star"" jsan=""7.section-review-star"" wfd-id=""1705""></span><span jstcache=""293"" jsinstance=""*4"" class=""section-review-star"" jsan=""7.section-review-star"" wfd-id=""1704""></span>"
"1582528400-1463","https://www.google.com/maps/place/Chanello's+Pizza+%2311/@36.8190953,-76.2241417,17z/data=!3m1!4b1!4m10!1m2!2m1!1sChanello's+Pizza!3m6!1s0x89babd9dace7bc81:0x26dac2e722fbf6b3!8m2!3d36.819091!4d-76.221953!9m1!1b1","null","Derek Taylor","a year ago","","<span jstcache=""293"" jsinstance=""0"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""6465""></span><span jstcache=""293"" jsinstance=""1"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""6464""></span><span jstcache=""293"" jsinstance=""2"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""6463""></span><span jstcache=""293"" jsinstance=""3"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""6462""></span><span jstcache=""293"" jsinstance=""*4"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""6461""></span>"
"1582528505-1645","https://www.google.com/maps/place/Chanello's+Pizza+%239/@36.892055,-76.2405181,17z/data=!3m1!4b1!4m10!1m2!2m1!1sChanello's+Pizza!3m6!1s0x89ba9710c59fbbc9:0x4b7bd022c70b0edb!8m2!3d36.8920507!4d-76.2383294!9m1!1b1","207 reviews","katherine kramer","2 years ago","First time I've had the restaurant call to let me know they were behind because of problems. 
Really appreciated the call.
Pizza was great and hot.  Thank you","<span jstcache=""293"" jsinstance=""0"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""3569""></span><span jstcache=""293"" jsinstance=""1"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""3568""></span><span jstcache=""293"" jsinstance=""2"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""3567""></span><span jstcache=""293"" jsinstance=""3"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""3566""></span><span jstcache=""293"" jsinstance=""*4"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""3565""></span>"
"1582528578-1950","https://www.google.com/maps/place/Chanello's+Pizza+%2319/@36.9056799,-76.1367491,17z/data=!3m1!4b1!4m10!1m2!2m1!1sChanello's+Pizza!3m6!1s0x89ba947f9f77bbcd:0xd8dd9da9595428aa!8m2!3d36.9056756!4d-76.1345604!9m1!1b1","68 reviews","Tarrah Wiseman","4 months ago","","<span jstcache=""285"" jsinstance=""0"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""1759""></span><span jstcache=""285"" jsinstance=""1"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""1758""></span><span jstcache=""285"" jsinstance=""2"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""1757""></span><span jstcache=""285"" jsinstance=""3"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""1756""></span><span jstcache=""285"" jsinstance=""*4"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""1755""></span>"
"1582527879-39","https://www.google.com/maps/place/Chanello's+Pizza+%2326/@37.0400883,-76.4083707,17z/data=!3m1!4b1!4m10!1m2!2m1!1sChanello's+Pizza!3m6!1s0x89ba83213dbbc08b:0x74b643140f5b60b5!8m2!3d37.040084!4d-76.406182!9m1!1b1","141 reviews","Tiffani Paul","7 months ago","Every time I order from here my food takes forever... ordered cinnaknots at 11 and at midnight said she just received the order and it would probably be another hour before delivery! What a joke","<span jstcache=""293"" jsinstance=""0"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""2278""></span><span jstcache=""293"" jsinstance=""1"" class=""section-review-star"" jsan=""7.section-review-star"" wfd-id=""2277""></span><span jstcache=""293"" jsinstance=""2"" class=""section-review-star"" jsan=""7.section-review-star"" wfd-id=""2276""></span><span jstcache=""293"" jsinstance=""3"" class=""section-review-star"" jsan=""7.section-review-star"" wfd-id=""2275""></span><span jstcache=""293"" jsinstance=""*4"" class=""section-review-star"" jsan=""7.section-review-star"" wfd-id=""2274""></span>"
